population_rank,city,state,region,population,priority_tier,has_cnc_coverage,cnc_event_count,total_event_count,track_event_count,show_event_count,autocross_event_count,nearest_event_distance_miles,last_coverage_check
400,St. George,UT,Mountain,99194,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
401,Gary,IN,Great Lakes,69093,4,true,1,4,0,1,0,0,2025-12-15T23:12:46.131324+00:00
402,Folsom,CA,Pacific,82203,4,true,2,2,0,0,0,5.6463020059905435,2025-12-15T23:12:46.131324+00:00
403,Lawrence,MA,New England,89143,4,true,12,17,0,4,1,19.19970842629115,2025-12-15T23:12:46.131324+00:00
404,Roswell,GA,Southeast,95262,4,true,21,27,0,5,0,6.481104338402345,2025-12-15T23:12:46.131324+00:00
405,Rowlett,TX,Southwest,69694,4,true,8,10,0,0,0,15.657530591346864,2025-12-15T23:12:46.131324+00:00
406,Port Orange,FL,Southeast,69931,4,true,1,6,1,0,3,0,2025-12-15T23:12:46.131324+00:00
407,St. Cloud,MN,Great Lakes,70087,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
408,Hammond,IN,Great Lakes,77879,4,true,8,11,0,1,0,7.963574015588118,2025-12-15T23:12:46.131324+00:00
409,Flagstaff,AZ,Southwest,73964,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
410,Apple Valley,CA,Pacific,75791,4,true,5,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
411,Parma,OH,Great Lakes,81601,4,true,2,5,0,0,3,14.153717053218502,2025-12-15T23:12:46.131324+00:00
412,National City,CA,Pacific,61394,4,true,9,12,0,2,1,4.4017042127930655,2025-12-15T23:12:46.131324+00:00
413,Cranston,RI,New England,82934,4,true,4,5,0,1,0,3.590048119745812,2025-12-15T23:12:46.131324+00:00
414,Lodi,CA,Pacific,68641,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
415,Yuba City,CA,Pacific,70117,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
416,Palatine,IL,Great Lakes,68289,4,true,9,19,0,6,0,5.775342963936118,2025-12-15T23:12:46.131324+00:00
417,Skokie,IL,Great Lakes,67824,4,true,9,19,0,6,0,2.9019170064447932,2025-12-15T23:12:46.131324+00:00
418,Des Plaines,IL,Great Lakes,60403,4,true,9,19,0,6,0,2.211317778615823,2025-12-15T23:12:46.131324+00:00
419,Schaumburg,IL,Great Lakes,78723,4,true,9,19,0,6,0,0.1337697301647093,2025-12-15T23:12:46.131324+00:00
420,Maple Grove,MN,Great Lakes,79387,4,true,9,10,0,0,0,11.382313912667813,2025-12-15T23:12:46.131324+00:00
421,Harrisonburg,VA,Mid-Atlantic,54033,4,true,3,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
422,Casa Grande,AZ,Southwest,58632,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
423,Maricopa,AZ,Southwest,62264,4,true,2,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
424,Lake Elsinore,CA,Pacific,73539,4,true,19,20,0,0,1,0.9530626944630679,2025-12-15T23:12:46.131324+00:00
425,Deltona,FL,Southeast,96248,4,true,5,10,1,0,3,22.842680887191975,2025-12-15T23:12:46.131324+00:00
426,Tamarac,FL,Southeast,71897,4,true,6,9,0,2,0,14.066645807537428,2025-12-15T23:12:46.131324+00:00
427,Warwick,RI,New England,82823,4,true,4,5,0,1,0,8.90693072164229,2025-12-15T23:12:46.131324+00:00
428,Arcadia,CA,Pacific,57939,4,true,25,45,0,8,0,7.722323318584546,2025-12-15T23:12:46.131324+00:00
429,Coconut Creek,FL,Southeast,60908,4,true,6,9,0,2,0,9.098500092588054,2025-12-15T23:12:46.131324+00:00
430,Novato,CA,Pacific,53174,4,true,4,13,6,1,0,7.2604659787194095,2025-12-15T23:12:46.131324+00:00
431,Champaign,IL,Great Lakes,88288,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
432,Orland Park,IL,Great Lakes,60448,4,true,10,28,3,5,8,14.041684748474202,2025-12-15T23:12:46.131324+00:00
433,Oak Park,IL,Great Lakes,54583,4,true,9,21,0,6,3,7.851029382404105,2025-12-15T23:12:46.131324+00:00
434,Tinley Park,IL,Great Lakes,57981,4,true,8,25,3,4,8,15.558889109250524,2025-12-15T23:12:46.131324+00:00
435,Eau Claire,WI,Great Lakes,70543,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
436,Boynton Beach,FL,Southeast,80380,4,true,2,6,0,3,0,11.937128804883452,2025-12-15T23:12:46.131324+00:00
437,Delray Beach,FL,Southeast,70344,4,true,2,6,0,3,0,7.511337112416057,2025-12-15T23:12:46.131324+00:00
438,Jupiter,FL,Southeast,68474,4,true,3,5,0,1,0,15.499342600132664,2025-12-15T23:12:46.131324+00:00
439,Wellington,FL,Southeast,66708,4,true,2,6,0,3,0,4.926795556932734,2025-12-15T23:12:46.131324+00:00
440,Spring,TX,Southwest,63008,4,true,13,19,0,0,3,10.044579206318055,2025-12-15T23:12:46.131324+00:00
441,Perris,CA,Pacific,83773,4,true,8,21,2,0,11,0,2025-12-15T23:12:46.131324+00:00
442,Decatur,AL,Southeast,57938,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
443,Sammamish,WA,Pacific,64463,4,true,1,4,0,1,2,0,2025-12-15T23:12:46.131324+00:00
444,Santa Cruz,CA,Pacific,65011,4,true,2,23,0,7,3,23.200931484741727,2025-12-15T23:12:46.131324+00:00
445,Clovis,CA,Pacific,120124,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
446,Doral,FL,Southeast,74259,4,true,16,23,4,0,1,2.346681573315362,2025-12-15T23:12:46.131324+00:00
447,Homestead,FL,Southeast,79587,4,true,10,16,4,0,1,4.316663291054471,2025-12-15T23:12:46.131324+00:00
448,Leesburg,VA,Mid-Atlantic,49312,4,true,17,21,3,0,0,0.057479155299185736,2025-12-15T23:12:46.131324+00:00
449,Ashburn,VA,Mid-Atlantic,55407,4,true,17,23,3,2,0,0.008748989942627733,2025-12-15T23:12:46.131324+00:00
450,Sterling,VA,Mid-Atlantic,30811,4,true,17,19,0,2,0,0.8852475076993829,2025-12-15T23:12:46.131324+00:00
451,Herndon,VA,Mid-Atlantic,24574,4,true,17,21,0,2,0,2.783052708680223,2025-12-15T23:12:46.131324+00:00
452,Great Falls,VA,Mid-Atlantic,15427,4,true,17,21,0,2,0,0.11376915220747594,2025-12-15T23:12:46.131324+00:00
453,Manassas,VA,Mid-Atlantic,41764,4,true,17,19,0,2,0,14.18042158348785,2025-12-15T23:12:46.131324+00:00
454,Fredericksburg,VA,Mid-Atlantic,29036,4,true,1,2,0,1,0,0,2025-12-15T23:12:46.131324+00:00
455,Harrisburg,PA,Mid-Atlantic,50049,4,true,2,15,0,12,0,0,2025-12-15T23:12:46.131324+00:00
456,Reading,PA,Mid-Atlantic,95112,4,true,3,5,0,2,0,0,2025-12-15T23:12:46.131324+00:00
457,Bethlehem,PA,Mid-Atlantic,75781,4,true,2,4,0,2,0,0,2025-12-15T23:12:46.131324+00:00
458,Scranton,PA,Mid-Atlantic,76997,4,true,1,1,0,0,0,0,2025-12-15T23:12:46.131324+00:00
459,Lancaster,PA,Mid-Atlantic,59811,4,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
460,York,PA,Mid-Atlantic,44820,4,true,3,16,0,12,0,0,2025-12-15T23:12:46.131324+00:00
461,Gainesville,VA,Mid-Atlantic,30000,4,true,17,18,0,1,0,16.90420828820286,2025-12-15T23:12:46.131324+00:00
462,Woodbridge,VA,Mid-Atlantic,54275,4,true,16,20,0,2,0,1.9484671118827563,2025-12-15T23:12:46.131324+00:00
463,Dale City,VA,Mid-Atlantic,72200,4,true,16,18,0,2,0,5.3705640286458065,2025-12-15T23:12:46.131324+00:00
464,Centreville,VA,Mid-Atlantic,75661,4,true,17,19,0,2,0,10.592796224675832,2025-12-15T23:12:46.131324+00:00
465,Burke,VA,Mid-Atlantic,46071,4,true,17,21,0,2,0,8.122866012863824,2025-12-15T23:12:46.131324+00:00
466,Annandale,VA,Mid-Atlantic,43025,4,true,17,21,0,2,0,9.700105900691511,2025-12-15T23:12:46.131324+00:00
467,McLean,VA,Mid-Atlantic,48581,4,true,17,21,0,2,0,7.3086459917423765,2025-12-15T23:12:46.131324+00:00
468,Reston,VA,Mid-Atlantic,61120,4,true,17,21,0,2,0,4.504118693767504,2025-12-15T23:12:46.131324+00:00
469,Vienna,VA,Mid-Atlantic,16473,4,true,17,21,0,2,0,7.080164200102351,2025-12-15T23:12:46.131324+00:00
470,Falls Church,VA,Mid-Atlantic,15438,4,true,17,21,0,2,0,7.298395712304702,2025-12-15T23:12:46.131324+00:00
471,Fairfax,VA,Mid-Atlantic,24019,4,true,17,21,0,2,0,10.924967722753504,2025-12-15T23:12:46.131324+00:00
472,Montclair,VA,Mid-Atlantic,20000,4,true,15,17,0,2,0,7.682645841665805,2025-12-15T23:12:46.131324+00:00
473,Lake Ridge,VA,Mid-Atlantic,45111,4,true,17,21,0,2,0,3.8368204649803297,2025-12-15T23:12:46.131324+00:00
474,Springfield,VA,Mid-Atlantic,33191,4,true,16,20,0,2,0,7.814479073661638,2025-12-15T23:12:46.131324+00:00
475,Chantilly,VA,Mid-Atlantic,23039,4,true,17,19,0,2,0,6.849729838920564,2025-12-15T23:12:46.131324+00:00
476,Purcellville,VA,Mid-Atlantic,10063,4,true,19,24,3,0,0,8.180571422956199,2025-12-15T23:12:46.131324+00:00
477,Middleburg,VA,Mid-Atlantic,600,4,true,19,26,3,0,0,13.668182564003109,2025-12-15T23:12:46.131324+00:00
478,Waynesboro,VA,Mid-Atlantic,22630,4,true,4,6,0,0,0,0,2025-12-15T23:12:46.131324+00:00
479,Staunton,VA,Mid-Atlantic,25750,4,true,3,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
480,Winchester,VA,Mid-Atlantic,28120,4,true,2,9,3,0,0,0,2025-12-15T23:12:46.131324+00:00
481,Front Royal,VA,Mid-Atlantic,15584,4,true,2,9,3,0,0,0,2025-12-15T23:12:46.131324+00:00
482,Culpeper,VA,Mid-Atlantic,20454,4,true,1,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
483,Warrenton,VA,Mid-Atlantic,10202,4,true,5,8,0,0,0,19.855045365756453,2025-12-15T23:12:46.131324+00:00
484,Round Hill,VA,Mid-Atlantic,2500,4,true,19,26,3,0,0,10.955939698131314,2025-12-15T23:12:46.131324+00:00
485,Hamilton,VA,Mid-Atlantic,800,4,true,18,22,3,0,0,5.415174604630298,2025-12-15T23:12:46.131324+00:00
486,Berryville,VA,Mid-Atlantic,4338,4,true,5,12,3,0,0,3.608486337217695,2025-12-15T23:12:46.131324+00:00
487,Charlottesville,VA,Mid-Atlantic,47217,4,true,2,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
488,Petersburg,VA,Mid-Atlantic,33458,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
489,Danville,VA,Mid-Atlantic,40044,4,true,2,13,8,0,0,0,2025-12-15T23:12:46.131324+00:00
490,Bristol,VA,Mid-Atlantic,17141,4,true,2,3,0,0,1,0,2025-12-15T23:12:46.131324+00:00
491,Martinsville,VA,Mid-Atlantic,12554,4,true,2,2,0,0,0,0,2025-12-15T23:12:46.131324+00:00
492,Radford,VA,Mid-Atlantic,17646,4,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
493,Salem,VA,Mid-Atlantic,25301,4,true,4,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
494,Blacksburg,VA,Mid-Atlantic,44826,4,true,5,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
495,Christiansburg,VA,Mid-Atlantic,22482,4,true,5,5,0,0,0,0,2025-12-15T23:12:46.131324+00:00
496,Wytheville,VA,Mid-Atlantic,8100,4,true,4,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
497,Abingdon,VA,Mid-Atlantic,8191,4,true,3,4,0,0,1,0,2025-12-15T23:12:46.131324+00:00
498,Marion,VA,Mid-Atlantic,5968,4,true,4,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
499,Tazewell,VA,Mid-Atlantic,4627,4,true,4,4,0,0,0,0,2025-12-15T23:12:46.131324+00:00
500,Bluefield,VA,Mid-Atlantic,5444,4,true,3,3,0,0,0,0,2025-12-15T23:12:46.131324+00:00
