id,slug,name,brand,model,trim
65d2f521-ce0e-4952-8d7b-ff4b9c83cae9,mini-cooper-s-r56,"Cooper S R56","MINI","R56 Cooper","S"
0589df60-a764-4035-9538-09c57f8fed7c,mini-john-cooper-works-f56,"John Cooper Works F56","MINI","F56 Cooper","John Cooper Works"
11295a41-9ada-4c99-a226-c605288491f9,mitsubishi-3000gt-vr4-z16a,"3000GT VR-4","Mitsubishi","3000GT","VR-4"
9103c487-8115-40ae-b6ab-defc1ae96125,mitsubishi-eclipse-gsx-2g,"Eclipse GSX","Mitsubishi","2G Eclipse","GSX"
7b6f2fd7-aa31-4eb8-8448-0f993a173781,mitsubishi-lancer-evolution-ix,"Lancer Evolution IX","Mitsubishi","Lancer Evolution IX","Standard"
d81aaaec-9c4e-4f9f-a004-1ca99bda256d,mitsubishi-lancer-evolution-viii,"Lancer Evolution VIII","Mitsubishi","Lancer Evolution VIII","Standard"
06099b49-97a9-475d-925a-7deccd604bb0,mitsubishi-lancer-evo-8-9,"Lancer Evolution VIII/IX","Mitsubishi","Lancer Evolution VIII/IX","Standard"
d53a7eea-9c55-4a75-b72d-99d509325318,mitsubishi-lancer-evo-x,"Lancer Evolution X","Mitsubishi","Lancer Evolution X","Standard"
851ebaa7-edf1-47fb-ad26-f18391a8df3a,mitsubishi-lancer-ralliart-cz4a,"Lancer Ralliart","Mitsubishi","CZ4A Lancer","Ralliart"
8d84d560-d781-4751-80cf-52ba6ff6a1a0,nissan-240sx-s13,"240SX S13","Nissan","S13 240SX","Standard"
aefac914-bc5c-419b-8a01-45c2e5a1a0a2,nissan-240sx-s14,"240SX S14","Nissan","S14 240SX","Standard"
0dcf4c25-c119-4064-8b72-88df7fde5c88,nissan-300zx-twin-turbo-z32,"300ZX Twin Turbo Z32","Nissan","Z32 300ZX","Twin Turbo"
275949fc-6bfc-4d07-9083-147e467d7dc4,nissan-350z,"350Z","Nissan","350Z","Standard"
28fbeb9d-8ad2-493e-ac0c-7417d83f87e8,nissan-370z-nismo,"370Z NISMO","Nissan","370Z","NISMO"
383c9e82-2eab-4211-949a-2a9c7a99b403,nissan-frontier-d23,"Frontier","Nissan","D23 Frontier","Standard"
37d4a3e1-c5d4-4382-a61d-53e4b67daf75,nissan-gt-r,"GT-R","Nissan","GT-R","Standard"
50763e21-d3aa-4b2c-b9bb-c7b33c437add,nissan-gt-r-nismo-r35,"GT-R NISMO","Nissan","R35 GT-R","NISMO"
934d4b1a-8324-4ca2-8fb6-d6de2bd153a6,nissan-maxima-a36,"Maxima","Nissan","A36 Maxima","Standard"
846e20e3-84f9-4931-959c-1728b4aef33d,nissan-silvia-s15,"Silvia S15","Nissan","S15 Silvia","Standard"
3a47c34a-858c-486f-af24-28b99400c1f4,nissan-skyline-gt-r-r32,"Skyline GT-R R32","Nissan","R32 Skyline","GT-R"
90f12afd-0068-4831-bdd7-60ac90559a59,nissan-skyline-gt-r-r33,"Skyline GT-R R33","Nissan","R33 Skyline","GT-R"
2316c6ae-3a0a-49c0-af30-8b9366b3e056,nissan-skyline-gt-r-r34,"Skyline GT-R R34","Nissan","R34 Skyline","GT-R"
fc062089-824f-4d43-b268-67d14a66def2,nissan-z-rz34,"Z","Nissan","RZ34 Z","Standard"
1fcc036c-c825-4510-9748-58baf6f513a9,pontiac-firebird-trans-am-ws6,"Firebird Trans Am WS6","Pontiac","Firebird","Trans Am WS6"
33ee8e19-377b-4635-91fa-a2913db858c3,pontiac-g8-gt,"G8 GT","Pontiac","G8","GT"
bd6bef16-2fb1-4c99-8b5f-d3ac3a07cf17,pontiac-g8-gxp-2009,"G8 GXP","Pontiac","G8","GXP"
1f744bbc-4c20-4bd9-8658-105319e68f44,porsche-718-boxster-gts-40-982,"718 Boxster GTS 4.0","Porsche","718 Boxster","GTS 4.0"
cce23396-9d8c-4dcc-a444-69cd86649d7d,718-cayman-gt4,"718 Cayman GT4","Porsche","718 Cayman","GT4"
eda0ad01-3fac-47a8-9fbb-e8af42ea3bfc,porsche-718-cayman-gt4-rs-982,"718 Cayman GT4 RS","Porsche","718 Cayman","GT4 RS"
289d4ecd-bf00-4397-8089-04b798a190d0,718-cayman-gts-40,"718 Cayman GTS 4.0","Porsche","718 Cayman","GTS 4.0"
e0819c9e-7e97-4927-b5d2-b67f4f51c14a,porsche-911-gt2-rs-991,"911 GT2 RS 991","Porsche","991 911","GT2 RS"
fcbaa475-cbf0-4fc4-8781-aa2106df7eb1,porsche-911-gt3-9912,"911 GT3 991.2","Porsche","991.2 911","GT3"
aac4f387-c6bb-46a4-b265-55f2944f3f60,porsche-911-gt3-992,"911 GT3 992","Porsche","992 911","GT3"
7221ba27-20af-43dd-bcff-827f5a48e8bd,porsche-911-gt3-996,"911 GT3 996","Porsche","996 911","GT3"
ecf4eb3e-30d0-4acd-8960-eab508a7e5dc,porsche-911-gt3-997,"911 GT3 997","Porsche","997 911","GT3"
d1eee59e-7118-4130-b2dc-08c422a87c90,porsche-911-gt3-rs-992,"911 GT3 RS 992","Porsche","992 911","GT3 RS"
30805959-503a-4c6e-880b-417a852c1a2b,porsche-911-turbo-997-1,"911 Turbo 997.1","Porsche","997.1 911","Turbo"
856eaba9-05da-498a-8946-9d78cf03fef9,porsche-911-turbo-997-2,"911 Turbo 997.2","Porsche","997.2 911","Turbo"
72422ced-ad4b-4e0f-9a92-1bfe14237f40,porsche-911-turbo-s-992,"911 Turbo S 992","Porsche","992 911","Turbo S"
359e3ca1-e4e6-4b13-8a7f-f385f2dce7b0,porsche-918-spyder-918,"918 Spyder","Porsche","918 Spyder","Standard"
eb0713d9-086d-4db6-b0ba-af048af31bf5,981-cayman-gts,"981 Cayman GTS","Porsche","981 Cayman","GTS"
e38425a8-5dc0-4f0e-8a9a-0dc177d06b6d,981-cayman-s,"981 Cayman S","Porsche","981 Cayman","S"
711bf8e0-6043-4460-8691-812bf887bb67,987-2-cayman-s,"987.2 Cayman S","Porsche","987.2 Cayman","S"
e37530f8-a98f-44a1-af44-71bc36cc2577,991-1-carrera-s,"991.1 Carrera S","Porsche","991.1 Carrera","S"
e060a501-1693-4487-b65a-f9968bfd471e,997-2-carrera-s,"997.2 Carrera S","Porsche","997.2 Carrera","S"
8da18b0e-dbcd-468f-bb54-4a6afa8112de,porsche-boxster-s-981,"Boxster S 981","Porsche","981 Boxster","S"
12547115-3f7c-4e22-854d-2d0b0c3ff2bd,porsche-boxster-s-986,"Boxster S 986","Porsche","986 Boxster","S"
5a8f4cea-736f-4702-9aa5-a641ca497087,porsche-boxster-s-987,"Boxster S 987","Porsche","987 Boxster","S"
2702716d-c588-44f3-b5c3-63cf0351451e,porsche-carrera-gt-980,"Carrera GT","Porsche","Carrera GT","Standard"
eba1a013-f53c-467a-af30-d11a1bc42799,porsche-panamera-turbo-971,"Panamera Turbo 971","Porsche","971 Panamera","Turbo"
db17b3e4-47b2-4947-91e4-fe6c76f8b3c9,ram-1500-dt,"1500","Ram","1500","Standard"
35fa2cdc-34c2-43b7-88a7-e2060e093939,ram-1500-rebel-dt,"1500 Rebel","Ram","1500","Rebel"
f38baaa3-1a3d-4b71-8cb9-60ee15fc6f53,ram-1500-trx-dt,"1500 TRX","Ram","1500","TRX"
77e86a06-b2b7-4bd0-b1f3-defc223f26f7,ram-2500-cummins-ds,"2500 Cummins","Ram","2500","Cummins"
9098968c-bcf7-40d9-8d78-8235454c5e8c,ram-power-wagon-dt,"2500 Power Wagon","Ram","2500","Power Wagon"
b943152c-1bc8-4c80-9155-4af15d929c64,rivian-r1s-first-generation,"R1S","Rivian","R1S","Standard"
6128bfb7-e78e-48c7-9650-811ae2991af3,rivian-r1t-gen1,"R1T","Rivian","R1T","Standard"
1900df69-1ce0-4086-a308-a495ecbf14d8,subaru-brz-zc6,"BRZ","Subaru","BRZ","Standard"
1b483b56-f724-447b-acc4-2809bec3509b,subaru-brz-zd8,"BRZ (2nd Gen)","Subaru","BRZ 2nd Gen","Standard"
fb5f9df1-07e8-4f40-8389-c03ed85364ab,subaru-crosstrek-xv,"Crosstrek","Subaru","Crosstrek","Standard"
581491a0-0b53-4069-ae52-5e9c95211666,subaru-forester-xt-sg,"Forester XT","Subaru","Forester","XT"
073cfe28-c3d3-4600-9701-1bb2895d897f,subaru-impreza-wrx-gc8,"Impreza WRX GC8","Subaru","GC8 Impreza WRX","Standard"
e13ce410-0f24-4006-87c8-b76b5da1c10c,subaru-wrx-sti-gc8,"Impreza WRX STI","Subaru","GC8 Impreza WRX","STI"
4311c729-9d0a-4183-8fb8-23a37f4302c5,subaru-wrx-sti-gd,"Impreza WRX STI GD","Subaru","GD Impreza WRX","STI"
70cfa0dd-a140-4d7d-aa53-6b4c6a022bdd,subaru-legacy-gt-spec-b-bl,"Legacy GT Spec.B","Subaru","Legacy GT","Spec.B"
e7d8d53e-66f9-43a2-b0e3-3252d35969fa,subaru-wrx-sti-gr-gv,"WRX STI GR/GV","Subaru","GR/GV WRX","STI"
e3930da8-4064-429d-a7fa-b72e47111641,subaru-wrx-sti-va,"WRX STI VA","Subaru","VA WRX","STI"
96a8b068-24dd-47e6-8b71-dcd5f1c56c7d,tesla-model-3-performance,"Model 3 Performance","Tesla","Model 3","Performance"
b3ebc69f-01c4-4011-ac1a-158655dae7d6,tesla-model-y-performance-2020,"Model Y Performance","Tesla","Model Y","Performance"
06a166e3-5a05-47e7-adc1-78af108c4f51,toyota-4runner-trd-pro-n280,"4Runner TRD Pro","Toyota","4Runner","TRD Pro"
a9fba488-1aa3-46e1-818e-bd39ce27af2b,toyota-86-scion-frs,"86 / Scion FR-S","Toyota","86","Standard"
82140fa3-666a-4cae-85ab-600303d0eec4,toyota-celica-gt-four-st205,"Celica GT-Four ST205","Toyota","ST205 Celica","GT-Four"
657746e9-de6e-4201-9ad3-99388b24ce84,toyota-gr-corolla-e210,"GR Corolla","Toyota","GR Corolla","Standard"
a7099f02-9097-4e5e-9f6b-6aa1ea7cc6be,toyota-gr-supra,"GR Supra","Toyota","GR Supra","Standard"
17313d09-9446-4df6-b40b-1f7878953f20,toyota-gr86,"GR86","Toyota","GR86","Standard"
be4ab308-47b0-474a-a097-55a8afd57219,toyota-land-cruiser-200-series,"Land Cruiser 200 Series","Toyota","Land Cruiser 200 Series","Standard"
a99be6db-e4e5-41bc-857a-811fd2bdad92,toyota-lfa-lfa01,"LFA","Toyota","LFA","Standard"
b062438d-f035-4d32-92e0-943c3a009370,toyota-mr2-spyder-zzw30,"MR2 Spyder","Toyota","ZZW30 MR2","Spyder"
359b115b-0aef-4f31-92fa-759076b9ccf6,toyota-mr2-turbo-sw20,"MR2 Turbo SW20","Toyota","SW20 MR2","Turbo"
028c2c5c-324b-41bd-b861-81131689703d,toyota-sequoia-trd-pro-xk80,"Sequoia TRD Pro","Toyota","Sequoia","TRD Pro"
85590129-b417-425f-b7c4-948880fc83d1,toyota-supra-mk4-a80-turbo,"Supra Mk4 A80 Turbo","Toyota","A80 Supra","Turbo"
6f150c53-4ec4-4817-bd41-b1cca782a045,toyota-tacoma-n300,"Tacoma","Toyota","N300 Tacoma","Standard"
06a70f50-7f90-445f-a953-af3fedc99ff8,toyota-tacoma-2024,"Tacoma","Toyota","Tacoma","Standard"
6345bf88-046e-4123-90dd-79a7cfd90d51,toyota-tacoma-trd-pro-3rd-gen,"Tacoma TRD Pro","Toyota","Tacoma 3rd Gen","TRD Pro"
8618e022-3f77-4b1d-85e3-114f23f61bdb,toyota-tundra-3rd-gen,"Tundra","Toyota","Tundra 3rd Gen","Standard"
67153100-f76e-43d4-8d97-e367de56a564,toyota-tundra-trd-pro-xk70,"Tundra TRD Pro","Toyota","XK70 Tundra","TRD Pro"
8ce3040b-6f02-4bdc-b32b-d25eb9ec9e4b,volkswagen-corrado-vr6-53i,"Corrado VR6","Volkswagen","Corrado","VR6"
21d4c82a-6f46-4bb0-bb83-065fc653b566,volkswagen-golf-r-mk7,"Golf R Mk7","Volkswagen","Mk7 Golf","R"
dd627ab2-897e-4ee3-bc7e-0ee3df1403ee,volkswagen-golf-r-mk8,"Golf R Mk8","Volkswagen","Mk8 Golf","R"
7657c8bd-a3d6-4a32-be91-6ff70977d5fc,volkswagen-golf-tsi-mk7,"Golf TSI (Mk7)","Volkswagen","Mk7 Golf","TSI"
2b684734-0554-4861-9c4a-aa10b1d82885,volkswagen-gti-mk4,"GTI Mk4","Volkswagen","Mk4 GTI","Standard"
517dc46d-a077-4f4b-b2f4-ab414feb9ee6,volkswagen-gti-mk5,"GTI Mk5","Volkswagen","Mk5 GTI","Standard"
d7d0b150-ece8-4ffa-b8d2-7a9926bfcc75,volkswagen-gti-mk6,"GTI Mk6","Volkswagen","Mk6 GTI","Standard"
dc08d9fc-005e-4a01-85b8-28661d37a1c4,volkswagen-gti-mk7,"GTI Mk7","Volkswagen","Mk7 GTI","Standard"
5c12511b-e748-4749-9b4f-d0fb4f9b94de,volkswagen-jetta-gli-mk6,"Jetta GLI Mk6","Volkswagen","Mk6 Jetta","GLI"
d1efe942-05a2-4b5c-ad43-40aa110e3585,volkswagen-jetta-gli-mk7,"Jetta GLI Mk7","Volkswagen","Mk7 Jetta","GLI"
4064cbee-bae8-4dc4-b04b-65e0c47f552f,volkswagen-r32-mk4,"R32 Mk4","Volkswagen","Mk4 R32","Standard"
